TCP_name_heading,original_ids
"Ralph Buckland, 1564-1611","Buckland, Ralph, 1564-1611."
"John Stockwood, died 1610","Stockwood, John, d. 1610.; Stockwood, John, d. 1610.; Stockwood, John, d. 1610.; Stockwood, John, d. 1610."
"Sir Lewkenor, Lewis, died 1626","Lewkenor, Lewis, Sir, d. 1626.; Lewkenor, Lewis, Sir, d. 1626.; Lewkenor, Lewis, Sir, d. 1626."
"Gasparo Contarini, 1483-1542","Contarini, Gasparo, 1483-1542."
"Marcelline Marcelline, George","Marcelline, George.; Marcelline, George."
"Barnabe Rich, 1540?-1617","Rich, Barnabe, 1540?-1617. Allarme to England.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617.; Rich, Barnabe, 1540?-1617."
Catholic Church,Catholic Church. Cancellaria Apostolica.; Catholic Church.
"Edward Raban, died 1658","Raban, Edward, d. 1658."
"Henry Cockeram, active 1650","Cockeram, Henry, fl. 1650."
"Cawdry Cawdry, Robert","Cawdry, Robert. Table alphabeticall. aut; Cawdry, Robert."
J. B. (John Bullokar). English expositor. aut,J. B. (John Bullokar). English expositor. aut
"Alexander Read, Doctor of Divinitie","Read, Alexander, Doctor of Divinitie."
"Richard Stock, 1569?-1626","Stock, Richard, 1569?-1626.; Stock, Richard, 1569?-1626.; Stock, Richard, 1569?-1626.; Stock, Richard, 1569?-1626."
"Adrien Saravia, 1530-1612","Saravia, Adrien, 1530-1612."
"James Martin, active 1615-1630","Martin, James, fl. 1615-1630.; Martin, James, fl. 1615-1630."
"Henry Reynolds, active 1627-1632","Reynolds, Henry, fl. 1627-1632."
"Torquato Tasso, 1544-1595","Tasso, Torquato, 1544-1595.; Tasso, Torquato, 1544-1595.; Tasso, Torquato, 1544-1595. Aminta.; Tasso, Torquato, 1544-1595.; Tasso, Torquato, 1544-1595. Aminta.; Tasso, Torquato, 1544-1595."
"John Savile, poet","Savile, John, poet."
"Thomas Newman, active 1627","Newman, Thomas, fl. 1627."
Terence,Terence. Eunuchus. English. aut; Terence.; Terence. Eunuchus.
"Simon Wastell, died 1632","Wastell, Simon, d. 1632.; Wastell, Simon, d. 1632.; Wastell, Simon, d. 1632. True Christians daily delight. aut"
"John Shaw, 1559-1625","Shaw, John, 1559-1625. Biblii summula.; Shaw, John, 1559-1625.; Shaw, John, 1559-1625. Biblii summula."
"Thomas Williamson, 1593-1639","Williamson, Thomas, 1593-1639.; Williamson, Thomas, 1593-1639."
"Allwyn Allwyn, Robert","Allwyn, Robert."
"Foulke Robartes, 1580?-1650","Robartes, Foulke, 1580?-1650."
"Prowse Prowse, Anne","Prowse, Anne."
"Jean Taffin, 1529-1602","Taffin, Jean, 1529-1602.; Taffin, Jean, 1529-1602."
"Geffrey Whitney, 1548?-1601?","Whitney, Geffrey, 1548?-1601?"
"M. P. (Martin Parker), died 1656? M. P. (Martin Parker), died 1656?, attributed name","M. P. (Martin Parker), d. 1656?, attributed name.; M. P. (Martin Parker), d. 1656?, attributed name."
"Gosnold Gosnold, Walter","Gosnold, Walter."
"Josuah Sylvester, 1563-1618","Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618. Tobacco battered.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618.; Sylvester, Josuah, 1563-1618."
"Stephen Taylor, active 1637","Taylor, Stephen, fl. 1637."
"Edward Nichols, active 1617","Nichols, Edward, fl. 1617."
"Rodoginus Rodoginus, Irenaeus","Rodoginus, Irenaeus."
Mont,"Mont. Prisacchi Retta, Bengalassa del, attributed name."
"S. R. (Simon Robson) S. R. (Simon Robson), died 1617","S. R. (Simon Robson), d. 1617."
"Alexander Craig, 1567?-1627","Craig, Alexander, 1567?-1627.; Craig, Alexander, 1567?-1627.; Craig, Alexander, 1567?-1627.; Craig, Alexander, 1567?-1627."
"Earl of Stirling, William Alexander, 1567 or 8-1640","Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640. Doomes-day.; Stirling, William Alexander, Earl of, 1567 or 8-1640. Monarchick tragedies.; Stirling, William Alexander, Earl of, 1567 or 8-1640. Paraenesis to the Prince.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640."
"Wybarne Wybarne, Joseph","Wybarne, Joseph."
"Gilbert Primrose, circa 1580-1642","Primrose, Gilbert, ca. 1580-1642.; Primrose, Gilbert, ca. 1580-1642.; Primrose, Gilbert, ca. 1580-1642."
"J. B. (John Bulteel) J. B. (John Bulteel), died 1699","J. B. (John Bulteel), d. 1699."
"of Flushing Wing, John, Zealand","Wing, John, of Flushing, Zealand.; Wing, John, of Flushing, Zealand.; Wing, John, of Flushing, Zealand."
"William Webster, treatise writer","Webster, William, treatise writer."
"Humfrey Humfrey, Richard","Humfrey, Richard."
"Bishop of Milan Ambrose, Saint, died 397","Ambrose, Saint, Bishop of Milan, d. 397."
"Vase Vase, Robert","Vase, Robert."
"Stella Stella, Johannes","Stella, Johannes."
"Sir Sempill, James, 1566-1625","Sempill, James, Sir, 1566-1625."
"Edward Cooke, active 1626-1631","Cooke, Edward, fl. 1626-1631.; Cooke, Edward, fl. 1626-1631."
"Lady Russell, Elizabeth Cooke Hoby, circa 1540-1609","Russell, Elizabeth Cooke Hoby, Lady, ca. 1540-1609."
"Dalechamp Dalechamp, Caleb","Dalechamp, Caleb."
"seigneur Du Bartas, Guillaume de Salluste, 1544-1590","Du Bartas, Guillaume de Salluste, seigneur, 1544-1590.; Du Bartas, Guillaume de Salluste, seigneur, 1544-1590. Sepmaine. English.; Du Bartas, Guillaume de Salluste, seigneur, 1544-1590.; Du Bartas, Guillaume de Salluste, seigneur, 1544-1590."
"Jean Bertaut, 1552-1611","Bertaut, Jean, 1552-1611. Panarète. English."
"Henry Smith, 1550?-1591","Smith, Henry, 1550?-1591. Vita supplicium. English.; Smith, Henry, 1550?-1591."
"Francis Davison, 1575?-1619?","Davison, Francis, 1575?-1619?; Davison, Francis, 1575?-1619?; Davison, Francis, 1575?-1619?"
"Robert Record, 1510?-1558","Record, Robert, 1510?-1558."
"John Mellis, active 1588","Mellis, John, fl. 1588."
"John Dee, 1527-1608","Dee, John, 1527-1608.; Dee, John, 1527-1608.; Dee, John, 1527-1608.; Dee, John, 1527-1608."
"Powel Powel, Daniel","Powel, Daniel.; Powel, Daniel."
"Taylor Taylor, Augustine","Taylor, Augustine.; Taylor, Augustine."
"John Yates, died ca","Yates, John, d. ca. 1660.; Yates, John, d. ca. 1660."
"Crawfurd Crawfurd, Patrick","Crawfurd, Patrick."
"Thomas Sparke, 1548-1616","Sparke, Thomas, 1548-1616.; Sparke, Thomas, 1548-1616."
"Mambrino Roseo, 16th cent","Roseo, Mambrino, 16th cent."
"George Turberville, 1540?-1610?","Turberville, George, 1540?-1610?; Turberville, George, 1540?-1610?; Turberville, George, 1540?-1610?; Turberville, George, 1540?-1610?; Turberville, George, 1540?-1610?; Turberville, George, 1540?-1610?"
"Pedro Mexía, 1496?-1552?","Mexía, Pedro, 1496?-1552? Silva de varia lección.; Mexía, Pedro, 1496?-1552? aut; Mexía, Pedro, 1496?-1552?"
"Giovanni Boccaccio, 1313-1375","Boccaccio, Giovanni, 1313-1375. Decamerone.; Boccaccio, Giovanni, 1313-1375. Decamerone. First tale of the fourth day.; Boccaccio, Giovanni, 1313-1375.; Boccaccio, Giovanni, 1313-1375.; Boccaccio, Giovanni, 1313-1375. Decamerone.; Boccaccio, Giovanni, 1313-1375. Decamerone. Day 7. Novel 6.; Boccaccio, Giovanni, 1313-1375.; Boccaccio, Giovanni, 1313-1375."
"Archibald Simson, 1564-1628","Simson, Archibald, 1564-1628.; Simson, Archibald, 1564-1628.; Simson, Archibald, 1564-1628.; Simson, Archibald, 1564-1628."
"Sir Conway, John, died 1603","Conway, John, Sir, d. 1603.; Conway, John, Sir, d. 1603."
"Arthur Hopton, 1587 or 8-1614","Hopton, Arthur, 1587 or 8-1614.; Hopton, Arthur, 1587 or 8-1614.; Hopton, Arthur, 1587 or 8-1614."
"Samuel Garey, 1582 or 3-1646","Garey, Samuel, 1582 or 3-1646.; Garey, Samuel, 1582 or 3-1646.; Garey, Samuel, 1582 or 3-1646.; Garey, Samuel, 1582 or 3-1646."
"Pérez Pérez, Alonso","Pérez, Alonso. aut"
"Jorge de Montemayor, 1520?-1561","Montemayor, Jorge de, 1520?-1561."
"Bartholomew Yong, 1560-1621?","Yong, Bartholomew, 1560-1621?"
"Gaspar Gil Polo, 1516?-1591?","Polo, Gaspar Gil, 1516?-1591? Diana enamorada. English. aut"
"Pattenson Pattenson, Matthew","Pattenson, Matthew."
"Girolamo Zanchi, 1516-1590","Zanchi, Girolamo, 1516-1590."
"Richard James, 1592-1638","James, Richard, 1592-1638.; James, Richard, 1592-1638."
"Minucius Felix Minucius Felix, Marcus","Minucius Felix, Marcus."
"Penkethman Penkethman, John","Penkethman, John.; Penkethman, John."
"Robert Mason, 1571-1635","Mason, Robert, 1571-1635.; Mason, Robert, 1571-1635.; Mason, Robert, 1571-1635.; Mason, Robert, 1571-1635."
"Catlin Catlin, Zachary","Catlin, Zachary."
"Ingpen Ingpen, William","Ingpen, William."
"Everinden Everinden, Humphrey","Everinden, Humphrey."
"Luca Pinelli, 1542-1607","Pinelli, Luca, 1542-1607.; Pinelli, Luca, 1542-1607."
"Henry Garnet, 1555-1606","Garnet, Henry, 1555-1606.; Garnet, Henry, 1555-1606.; Garnet, Henry, 1555-1606."
"William Willymat, died 1615","Willymat, William, d. 1615.; Willymat, William, d. 1615."
"Prince of Wales Henry Frederick, 1594-1612","Henry Frederick, Prince of Wales, 1594-1612.; Henry Frederick, Prince of Wales, 1594-1612."
"born 1601 Droeshout, Martin, engraver","Droeshout, Martin, b. 1601, engraver.; Droeshout, Martin, b. 1601, engraver.; Droeshout, Martin, b. 1601, engraver.; Droeshout, Martin, b. 1601, engraver."
"Robert Harris, 1581-1658","Harris, Robert, 1581-1658.; Harris, Robert, 1581-1658.; Harris, Robert, 1581-1658."
"Hobson Hobson, Robert","Hobson, Robert."
"Robert Henderson, 17th cent","Henderson, Robert, 17th cent."
"Peter Lily, died 1615","Lily, Peter, d. 1615."
"Dorothy Lily, died 1627","Lily, Dorothy, d. 1627."
"Levett Levett, John","Levett, John."
"John Sherburne, gent","Sherburne, John, gent."
"Oldmayne Oldmayne, Timothy","Oldmayne, Timothy.; Oldmayne, Timothy."
"Niccholes Niccholes, Alexander","Niccholes, Alexander."
"Lawrence Kemys, died 1618","Kemys, Lawrence, d. 1618."
"T. W. (Thomas Wilcox), 1549?-1608 T. W. (Thomas Wilcox), 1549?-1608, attributed name","T. W. (Thomas Wilcox), 1549?-1608, attributed name.; T. W. (Thomas Wilcox), 1549?-1608, attributed name.; T. W. (Thomas Wilcox), 1549?-1608, attributed name."
"Thomas Cartwright, 1535-1603, attributed name","Cartwright, Thomas, 1535-1603, attributed name.; Cartwright, Thomas, 1535-1603, attributed name."
"died 1588 Fielde, John, attributed name","Fielde, John, d. 1588, attributed name."
"Batt Batt, Antonie","Batt, Antonie.; Batt, Antonie.; Batt, Antonie."
"Saint Bernard, of Clairvaux, 1090 or 91-1153","Bernard, of Clairvaux, Saint, 1090 or 91-1153.; Bernard, of Clairvaux, Saint, 1090 or 91-1153.; Bernard, of Clairvaux, Saint, 1090 or 91-1153. aut"
"John Gaule, 1604?-1687","Gaule, John, 1604?-1687.; Gaule, John, 1604?-1687.; Gaule, John, 1604?-1687.; Gaule, John, 1604?-1687."
"Newman Newman, Arthur","Newman, Arthur.; Newman, Arthur."
"Thomas Killigrew, 1612-1683","Killigrew, Thomas, 1612-1683.; Killigrew, Thomas, 1612-1683. Thomaso.; Killigrew, Thomas, 1612-1683.; Killigrew, Thomas, 1612-1683. Thomaso."
"de Meun Jean, died 1305?","Jean, de Meun, d. 1305?"
B,"B., W., Sir.; B. H., fl. 1595.; B. P., fl. 1608.; B. D.; B. R., fl. 1584.; B. V., fl. 1625."
"Renold Elstracke, active 1590-1630, engraver","Elstracke, Renold, fl. 1590-1630, engraver.; Elstracke, Renold, fl. 1590-1630, engraver.; Elstracke, Renold, fl. 1590-1630, engraver.; Elstracke, Renold, fl. 1590-1630, engraver."
"Sir Davies, John, 1569-1626","Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626. Reasons moane.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626."
Netherlands. Sovereign (1598-1621 : Albert and Isabella).,Netherlands. Sovereign (1598-1621 : Albert and Isabella).
"John John, of Ney","John, of Ney."
"United Provinces of the Netherlands. Staten Generaal. Treaties, etc. Netherlands. Sovereign (1598-1621 : Albert and Isabella) United Provinces of the Netherlands. Staten Generaal. Treaties, etc. Netherlands. Sovereign (1598-1621 : Albert and Isabella), 1607","United Provinces of the Netherlands. Staten Generaal. Treaties, etc. Netherlands. Sovereign (1598-1621 : Albert and Isabella), 1607."
"Antonio Ortiz, active 1600","Ortiz, Antonio, fl. 1600."
"Rivers Rivers, Francis","Rivers, Francis."
"John Napier, 1550-1617","Napier, John, 1550-1617."
"Pierre Merlin, circa 1535-1603","Merlin, Pierre, ca. 1535-1603."
"Orphinstraunge Orphinstraunge, John","Orphinstraunge, John."
"William Narne, 1583?-1653","Narne, William, 1583?-1653.; Narne, William, 1583?-1653."
"S. H. (Samuel Harding) S. H. (Samuel Harding), born 1618","S. H. (Samuel Harding), b. 1618."
"Philip Papillon, born 1619 or 20","Papillon, Philip, b. 1619 or 20."
"Josias Nichols, 1555?-1639","Nichols, Josias, 1555?-1639."
"Naile Naile, Robert","Naile, Robert."
"Thomas Holland, 1539-1612","Holland, Thomas, 1539-1612."
"Pierse Pierse, Charles","Pierse, Charles."
"Gallard Gallard, Robert","Gallard, Robert."
"Thomas Newhouse, died 1611","Newhouse, Thomas, d. 1611."
"Henry Rider, born ca","Rider, Henry, b. ca. 1605."
"Henry Leslie, 1580-1661","Leslie, Henry, 1580-1661."
"George Muschet, poet","Muschet, George, poet."
"T.H., Sir (Thomas Hawkins) T.H., Sir (Thomas Hawkins), died 1640","T.H., Sir (Thomas Hawkins), d. 1640."
"Rodrigo Fernández de Ribera, 1579-1631","Fernández de Ribera, Rodrigo, 1579-1631."
"Thomas Packer, active 1628-1637","Packer, Thomas, fl. 1628-1637."
"King King, Humphrey","King, Humphrey."
"Philippe de Mornay, seigneur du Plessis-Marly, 1549-1623","Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623."
A,"A. D. B., fl. 1619.; A. K., Mrs.; A. M., fl. 1581.; A. P.; A. G.; A. J. B.; A. B.; A. B., Novice.; A. B. C. To the Earl of Salisbury.; A. R.; A. B.; A. A., Sir.; A. B., fl. 1639.; A. G., fl. 1619.; A. L.; A. C., fl. 1600.; A. S.; A. B., Mr. A. of Q. Col. in Oxford."
"Robert Horne, 1565-1640","Horne, Robert, 1565-1640.; Horne, Robert, 1565-1640. Points of instruction for the ignorant. aut; Horne, Robert, 1565-1640. aut; Horne, Robert, 1565-1640."
"James Maxwell, born 1581","Maxwell, James, b. 1581.; Maxwell, James, b. 1581.; Maxwell, James, b. 1581.; Maxwell, James, b. 1581."
"Andreas Hildebrandt, died 1637","Hildebrandt, Andreas, d. 1637."
"John Falconer, 1577-1656","Falconer, John, 1577-1656.; Falconer, John, 1577-1656."
"Paul Baynes, died 1617","Baynes, Paul, d. 1617.; Baynes, Paul, d. 1617.; Baynes, Paul, d. 1617.; Baynes, Paul, d. 1617."
"Mayerne Mayerne, Patrick","Mayerne, Patrick."
"Fage Fage, Mary","Fage, Mary."
"William Middleton, died 1613","Middleton, William, d. 1613."
"Elizabeth Colville Colville of Culross, Lady","Colville of Culross, Elizabeth Colville, Lady."
"Philopatris Philopatris, active 1606","Philopatris, fl. 1606."
"Augustin Marlorat, 1506-1562","Marlorat, Augustin, 1506-1562. Catholike and ecclesiasticall exposition of the holy gospell after S. Marke and Luke.; Marlorat, Augustin, 1506-1562.; Marlorat, Augustin, 1506-1562. Novi testament Catholici expositio ecclesiastica. aut; Marlorat, Augustin, 1506-1562."
"Samuel Hieron, 1576?-1617","Hieron, Samuel, 1576?-1617.; Hieron, Samuel, 1576?-1617.; Hieron, Samuel, 1576?-1617."
"Milton Milton, Richard","Milton, Richard."
"Richard Parr, 1591 or 2-1644","Parr, Richard, 1591 or 2-1644."
"William Watson, 1559?-1603","Watson, William, 1559?-1603."
"Etienne Pasquier, 1529-1615","Pasquier, Etienne, 1529-1615."
"De Vos De Vos, M","De Vos, M., artist."
"Jan Collaert, circa 1540-1628, engraver","Collaert, Jan, ca. 1540-1628, engraver."
"William Jewell, born 1585 or 6","Jewell, William, b. 1585 or 6."
"George Goodwin, active 1607-1620","Goodwin, George, fl. 1607-1620.; Goodwin, George, fl. 1607-1620."
"Dichante Dichante, George","Dichante, George."
"Richard Delamain, active 1631","Delamain, Richard, fl. 1631.; Delamain, Richard, fl. 1631."
"Robert Bacon, born 1611 or 12","Bacon, Robert, b. 1611 or 12.; Bacon, Robert, b. 1611 or 12."
"John Denison, died 1629","Denison, John, d. 1629.; Denison, John, d. 1629."
"John Fletcher, 1579-1625","Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625. aut; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625. Sea voyage.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625. Monsieur Thomas.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625.; Fletcher, John, 1579-1625."
"Francis Beaumont, 1584-1616","Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616.; Beaumont, Francis, 1584-1616."
"R. B. (Robert Boreman) R. B. (Robert Boreman), died 1675","R. B. (Robert Boreman), d. 1675."
"Lancelot Addison, 1632-1703","Addison, Lancelot, 1632-1703."
"Timothy Batt, 1613-1692","Batt, Timothy, 1613-1692.; Batt, Timothy, 1613-1692."
"Samuel Bolton, 1606-1654","Bolton, Samuel, 1606-1654.; Bolton, Samuel, 1606-1654.; Bolton, Samuel, 1606-1654."
"John Brandon, born 1644 or 5","Brandon, John, b. 1644 or 5."
"Binckes Binckes, Joseph","Binckes, Joseph."
"John Cook, died 1660","Cook, John, d. 1660.; Cook, John, d. 1660.; Cook, John, d. 1660."
"John Dennys, died 1609","Dennys, John, d. 1609."
"Boursault, M. (Edme) Boursault, M. (Edme), 1638","Boursault, M. (Edme), 1638-1701."
"Nathaniel Baxter, active 1606","Baxter, Nathaniel, fl. 1606.; Baxter, Nathaniel, fl. 1606.; Baxter, Nathaniel, fl. 1606."
"Bayly Bayly, Mr","Bayly, Mr., fl. 1635."
"Muret, Marc-Antoine Muret, Marc-Antoine, 1526","Muret, Marc-Antoine, 1526-1585. Institutio puerilis. English."
"John Downe, 1570?-1631","Downe, John, 1570?-1631.; Downe, John, 1570?-1631."
"John Sparrow, 1615-1665?","Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?; Sparrow, John, 1615-1665?"
"Jakob Böhme, 1575-1624","Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624. Correspondence. English. Epistle 23."
"William Bridge, 1600?-1670","Bridge, William, 1600?-1670.; Bridge, William, 1600?-1670.; Bridge, William, 1600?-1670."
"Jennings Jennings, Ralph","Jennings, Ralph."
"Cort Aslakssøn, 1564-1624","Aslakssøn, Cort, 1564-1624."
"John Lowin, 1576-1659","Lowin, John, 1576-1659.; Lowin, John, 1576-1659."
"Joseph Taylor, 1586?-1653?","Taylor, Joseph, 1586?-1653?; Taylor, Joseph, 1586?-1653?"
"Robert Bragge, 1627-1704","Bragge, Robert, 1627-1704."
"Joseph Bentham, 1594?-1671","Bentham, Joseph, 1594?-1671."
"Roger Brereley, 1586-1637","Brereley, Roger, 1586-1637."
"Isaac Ambrose, 1604-1664","Ambrose, Isaac, 1604-1664.; Ambrose, Isaac, 1604-1664.; Ambrose, Isaac, 1604-1664."
"Thomas Bushell, 1594-1674","Bushell, Thomas, 1594-1674.; Bushell, Thomas, 1594-1674."
"Major Algood, 1641-1696","Algood, Major, 1641-1696."
"Giovanni Bona, 1609-1674","Bona, Giovanni, 1609-1674.; Bona, Giovanni, 1609-1674.; Bona, Giovanni, 1609-1674."
"Sir Chamberlaine, James, died 1699","Chamberlaine, James, Sir, d. 1699."
"Brasse Brasse, Samuel","Brasse, Samuel."
